player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Concussion
Ronald Petrovicky (RW),Calgary Flames,77,5,7,12,0.16,85,0,https://www.eliteprospects.com/player/5673/ronald-petrovicky,2001-02,nhl,Ronald Petrovicky ,RW,FW,0,0
Karl Dykhuis (D),Montréal Canadiens,80,5,7,12,0.15,32,16,https://www.eliteprospects.com/player/54584/karl-dykhuis,2001-02,nhl,Karl Dykhuis ,D,DEF,0,0
Cory Cross (D),Toronto Maple Leafs,50,3,9,12,0.24,54,11,https://www.eliteprospects.com/player/43326/cory-cross,2001-02,nhl,Cory Cross ,D,DEF,0,0
Stéphane Matteau (LW),San Jose Sharks,55,7,4,11,0.20,15,4,https://www.eliteprospects.com/player/54466/stephane-matteau,2001-02,nhl,Stéphane Matteau ,LW,FW,0,0
Marty Reasoner (C),Edmonton Oilers,52,6,5,11,0.21,41,0,https://www.eliteprospects.com/player/8708/marty-reasoner,2001-02,nhl,Marty Reasoner ,C,FW,0,0
Sean Brown (D),totals,73,6,5,11,0.15,174,7,https://www.eliteprospects.com/player/9100/sean-brown,2001-02,nhl,Sean Brown ,D,DEF,0,0
Andrei Nazarov (LW),totals,77,6,5,11,0.14,215,5,https://www.eliteprospects.com/player/32117/andrei-nazarov,2001-02,nhl,Andrei Nazarov ,LW,FW,0,0
Byron Ritchie (C),totals,35,5,6,11,0.31,36,-2,https://www.eliteprospects.com/player/4520/byron-ritchie,2001-02,nhl,Byron Ritchie ,C,FW,0,0
Greg Classen (C/W),Nashville Predators,55,5,6,11,0.20,30,1,https://www.eliteprospects.com/player/12472/greg-classen,2001-02,nhl,Greg Classen ,C/W,FW,0,0
Jason Marshall (D),Minnesota Wild,80,5,6,11,0.14,148,-8,https://www.eliteprospects.com/player/8533/jason-marshall,2001-02,nhl,Jason Marshall ,D,DEF,0,0
Brian Gionta (RW),New Jersey Devils,33,4,7,11,0.33,8,10,https://www.eliteprospects.com/player/9048/brian-gionta,2001-02,nhl,Brian Gionta ,RW,FW,0,0
Daniel Corso (C),St. Louis Blues,41,4,7,11,0.27,6,3,https://www.eliteprospects.com/player/11573/daniel-corso,2001-02,nhl,Daniel Corso ,C,FW,0,0
Andrew Ference (D),Pittsburgh Penguins,75,4,7,11,0.15,73,-12,https://www.eliteprospects.com/player/8711/andrew-ference,2001-02,nhl,Andrew Ference ,D,DEF,0,0
Mattias Timander (D),Columbus Blue Jackets,78,4,7,11,0.14,44,-34,https://www.eliteprospects.com/player/743/mattias-timander,2001-02,nhl,Mattias Timander ,D,DEF,0,0
Ruslan Salei (D),Mighty Ducks of Anaheim,82,4,7,11,0.13,97,-10,https://www.eliteprospects.com/player/8651/ruslan-salei,2001-02,nhl,Ruslan Salei ,D,DEF,0,0
Darren Van Impe (D),totals,67,3,8,11,0.16,59,12,https://www.eliteprospects.com/player/22093/darren-van-impe,2001-02,nhl,Darren Van Impe ,D,DEF,0,0
Blake Sloan (D),totals,67,2,9,11,0.16,50,-17,https://www.eliteprospects.com/player/6811/blake-sloan,2001-02,nhl,Blake Sloan ,D,DEF,0,0
Mattias Norström (D),Los Angeles Kings,79,2,9,11,0.14,38,-2,https://www.eliteprospects.com/player/750/mattias-norstrom,2001-02,nhl,Mattias Norström ,D,DEF,0,0
Stéphane Robidas (D),Montréal Canadiens,56,1,10,11,0.20,14,-25,https://www.eliteprospects.com/player/8731/stephane-robidas,2001-02,nhl,Stéphane Robidas ,D,DEF,0,0
Dave Karpa (D),New York Rangers,75,1,10,11,0.15,131,-9,https://www.eliteprospects.com/player/25709/dave-karpa,2001-02,nhl,Dave Karpa ,D,DEF,0,0
Aki Berg (D),Toronto Maple Leafs,81,1,10,11,0.14,46,14,https://www.eliteprospects.com/player/2667/aki-berg,2001-02,nhl,Aki Berg ,D,DEF,0,0
Scott Lachance (D),Vancouver Canucks,81,1,10,11,0.14,50,15,https://www.eliteprospects.com/player/21483/scott-lachance,2001-02,nhl,Scott Lachance ,D,DEF,0,0
Cory Sarich (D),Tampa Bay Lightning,72,0,11,11,0.15,105,-4,https://www.eliteprospects.com/player/8867/cory-sarich,2001-02,nhl,Cory Sarich ,D,DEF,0,0
Jason Williams (RW/C),Detroit Red Wings,25,8,2,10,0.40,4,2,https://www.eliteprospects.com/player/8713/jason-williams,2001-02,nhl,Jason Williams ,RW/C,FW,0,0
Matt Pettinger (LW),Washington Capitals,61,7,3,10,0.16,44,-8,https://www.eliteprospects.com/player/8769/matt-pettinger,2001-02,nhl,Matt Pettinger ,LW,FW,0,0
Bryan Helmer (D),Vancouver Canucks,40,5,5,10,0.25,53,10,https://www.eliteprospects.com/player/11481/bryan-helmer,2001-02,nhl,Bryan Helmer ,D,DEF,0,0
Artyom Chubarov (C),Vancouver Canucks,51,5,5,10,0.20,10,-3,https://www.eliteprospects.com/player/9596/artyom-chubarov,2001-02,nhl,Artyom Chubarov ,C,FW,0,0
Rhett Warrener (D),Buffalo Sabres,65,5,5,10,0.15,113,15,https://www.eliteprospects.com/player/8812/rhett-warrener,2001-02,nhl,Rhett Warrener ,D,DEF,0,0
Sergei Nemchinov (C),New Jersey Devils,68,5,5,10,0.15,10,-9,https://www.eliteprospects.com/player/25132/sergei-nemchinov,2001-02,nhl,Sergei Nemchinov ,C,FW,0,0
Steve Staios (D),Edmonton Oilers,73,5,5,10,0.14,108,10,https://www.eliteprospects.com/player/5677/steve-staios,2001-02,nhl,Steve Staios ,D,DEF,0,0
Nick Schultz (D),Minnesota Wild,52,4,6,10,0.19,14,0,https://www.eliteprospects.com/player/8597/nick-schultz,2001-02,nhl,Nick Schultz ,D,DEF,0,0
Paul Healey (RW),Toronto Maple Leafs,21,3,7,10,0.48,2,7,https://www.eliteprospects.com/player/9893/paul-healey,2001-02,nhl,Paul Healey ,RW,FW,0,0
Andy Berenzweig (D),Nashville Predators,26,3,7,10,0.38,14,-3,https://www.eliteprospects.com/player/69861/andy-berenzweig,2001-02,nhl,Andy Berenzweig ,D,DEF,0,0
Alexander Korolyuk (RW/LW),San Jose Sharks,32,3,7,10,0.31,14,2,https://www.eliteprospects.com/player/10195/alexander-korolyuk,2001-02,nhl,Alexander Korolyuk ,RW/LW,FW,0,0
Wayne Primeau (C),Pittsburgh Penguins,33,3,7,10,0.30,18,-1,https://www.eliteprospects.com/player/8575/wayne-primeau,2001-02,nhl,Wayne Primeau ,C,FW,0,0
Brendan Witt (D),Washington Capitals,68,3,7,10,0.15,78,-1,https://www.eliteprospects.com/player/8831/brendan-witt,2001-02,nhl,Brendan Witt ,D,DEF,0,0
Andy Sutton (D),totals,43,2,8,10,0.23,81,-4,https://www.eliteprospects.com/player/8554/andy-sutton,2001-02,nhl,Andy Sutton ,D,DEF,0,0
Mike Van Ryn (D),St. Louis Blues,48,2,8,10,0.21,18,10,https://www.eliteprospects.com/player/8834/mike-van-ryn,2001-02,nhl,Mike Van Ryn ,D,DEF,0,0
Ian Moran (D),Pittsburgh Penguins,64,2,8,10,0.16,54,-11,https://www.eliteprospects.com/player/5085/ian-moran,2001-02,nhl,Ian Moran ,D,DEF,0,0
Jiri Fischer (D),Detroit Red Wings,80,2,8,10,0.13,67,17,https://www.eliteprospects.com/player/8616/jiri-fischer,2001-02,nhl,Jiri Fischer ,D,DEF,0,0
Alexander Karpovtsev (D),Chicago Blackhawks,65,1,9,10,0.15,40,10,https://www.eliteprospects.com/player/19560/alexander-karpovtsev,2001-02,nhl,Alexander Karpovtsev ,D,DEF,0,0
Curtis Leschyshyn (D),Ottawa Senators,79,1,9,10,0.13,44,-5,https://www.eliteprospects.com/player/32198/curtis-leschyshyn,2001-02,nhl,Curtis Leschyshyn ,D,DEF,0,0
Igor Ulanov (D),totals,53,0,10,10,0.19,64,-7,https://www.eliteprospects.com/player/8843/igor-ulanov,2001-02,nhl,Igor Ulanov ,D,DEF,0,0
Martin Straka (C),Pittsburgh Penguins,13,5,4,9,0.69,0,3,https://www.eliteprospects.com/player/8689/martin-straka,2001-02,nhl,Martin Straka ,C,FW,0,0
Arron Asham (RW),Montréal Canadiens,35,5,4,9,0.26,55,7,https://www.eliteprospects.com/player/8791/arron-asham,2001-02,nhl,Arron Asham ,RW,FW,0,0
Paul Ranheim (LW),Philadelphia Flyers,79,5,4,9,0.11,36,5,https://www.eliteprospects.com/player/31355/paul-ranheim,2001-02,nhl,Paul Ranheim ,LW,FW,0,0
Scott Walker (RW),Nashville Predators,28,4,5,9,0.32,18,-13,https://www.eliteprospects.com/player/8801/scott-walker,2001-02,nhl,Scott Walker ,RW,FW,0,0
Jukka Hentunen (RW),totals,38,4,5,9,0.24,4,-9,https://www.eliteprospects.com/player/2709/jukka-hentunen,2001-02,nhl,Jukka Hentunen ,RW,FW,0,0
Andreas Salomonsson (LW),New Jersey Devils,39,4,5,9,0.23,22,-12,https://www.eliteprospects.com/player/753/andreas-salomonsson,2001-02,nhl,Andreas Salomonsson ,LW,FW,0,0
Marc Chouinard (C),Mighty Ducks of Anaheim,45,4,5,9,0.20,10,2,https://www.eliteprospects.com/player/8547/marc-chouinard,2001-02,nhl,Marc Chouinard ,C,FW,0,0
Peter Worrell (LW),Florida Panthers,79,4,5,9,0.11,354,-15,https://www.eliteprospects.com/player/69474/peter-worrell,2001-02,nhl,Peter Worrell ,LW,FW,0,0
Brian Pothier (D),Atlanta Thrashers,33,3,6,9,0.27,22,-19,https://www.eliteprospects.com/player/8917/brian-pothier,2001-02,nhl,Brian Pothier ,D,DEF,0,0
Brent Gilchrist (LW),totals,45,3,6,9,0.20,14,-9,https://www.eliteprospects.com/player/69480/brent-gilchrist,2001-02,nhl,Brent Gilchrist ,LW,FW,0,0
Jiri Slegr (D),totals,46,3,6,9,0.20,59,-20,https://www.eliteprospects.com/player/1938/jiri-slegr,2001-02,nhl,Jiri Slegr ,D,DEF,0,0
Richard Smehlik (D),Buffalo Sabres,60,3,6,9,0.15,22,-9,https://www.eliteprospects.com/player/26113/richard-smehlik,2001-02,nhl,Richard Smehlik ,D,DEF,0,0
Christian Berglund (W/C),New Jersey Devils,15,2,7,9,0.60,8,-3,https://www.eliteprospects.com/player/707/christian-berglund,2001-02,nhl,Christian Berglund ,W/C,FW,0,0
Todd Warriner (LW),totals,32,2,7,9,0.28,20,1,https://www.eliteprospects.com/player/3726/todd-warriner,2001-02,nhl,Todd Warriner ,LW,FW,0,0
Ricard Persson (D),Ottawa Senators,34,2,7,9,0.26,42,3,https://www.eliteprospects.com/player/731/ricard-persson,2001-02,nhl,Ricard Persson ,D,DEF,0,0
Jarkko Ruutu (LW),Vancouver Canucks,49,2,7,9,0.18,74,-1,https://www.eliteprospects.com/player/2673/jarkko-ruutu,2001-02,nhl,Jarkko Ruutu ,LW,FW,0,0
Brad Larsen (LW),Colorado Avalanche,50,2,7,9,0.18,47,4,https://www.eliteprospects.com/player/8561/brad-larsen,2001-02,nhl,Brad Larsen ,LW,FW,0,0
Luke Richardson (D),Philadelphia Flyers,72,1,8,9,0.13,102,18,https://www.eliteprospects.com/player/8933/luke-richardson,2001-02,nhl,Luke Richardson ,D,DEF,0,0
Steve Dubinsky (C),totals,29,6,2,8,0.28,14,-1,https://www.eliteprospects.com/player/25895/steve-dubinsky,2001-02,nhl,Steve Dubinsky ,C,FW,0,0
Colin Forbes (C),Washington Capitals,38,5,3,8,0.21,15,-2,https://www.eliteprospects.com/player/12799/colin-forbes,2001-02,nhl,Colin Forbes ,C,FW,0,0
Harold Druken (C),Vancouver Canucks,27,4,4,8,0.30,6,-1,https://www.eliteprospects.com/player/38451/harold-druken,2001-02,nhl,Harold Druken ,C,FW,0,0
Gino Odjick (LW),Montréal Canadiens,36,4,4,8,0.22,104,3,https://www.eliteprospects.com/player/25424/gino-odjick,2001-02,nhl,Gino Odjick ,LW,FW,0,0
Nikita Alexeyev (RW/LW),Tampa Bay Lightning,44,4,4,8,0.18,8,-9,https://www.eliteprospects.com/player/10221/nikita-alexeyev,2001-02,nhl,Nikita Alexeyev ,RW/LW,FW,0,0
Jeff Odgers (RW),Atlanta Thrashers,46,4,4,8,0.17,135,-3,https://www.eliteprospects.com/player/60871/jeff-odgers,2001-02,nhl,Jeff Odgers ,RW,FW,0,0
Tim Taylor (C),Tampa Bay Lightning,48,4,4,8,0.17,25,-2,https://www.eliteprospects.com/player/8848/tim-taylor,2001-02,nhl,Tim Taylor ,C,FW,0,0
Justin Kurtz (D),Vancouver Canucks,27,3,5,8,0.30,14,-4,https://www.eliteprospects.com/player/10634/justin-kurtz,2001-02,nhl,Justin Kurtz ,D,DEF,0,0
Sheldon Souray (D),Montréal Canadiens,34,3,5,8,0.24,62,-5,https://www.eliteprospects.com/player/4505/sheldon-souray,2001-02,nhl,Sheldon Souray ,D,DEF,0,0
Kent Manderville (C),totals,38,3,5,8,0.21,12,3,https://www.eliteprospects.com/player/3722/kent-manderville,2001-02,nhl,Kent Manderville ,C,FW,0,0
Mark Eaton (D),Nashville Predators,58,3,5,8,0.14,24,-12,https://www.eliteprospects.com/player/9143/mark-eaton,2001-02,nhl,Mark Eaton ,D,DEF,0,0
Todd Reirden (D),Atlanta Thrashers,65,3,5,8,0.12,82,-25,https://www.eliteprospects.com/player/27406/todd-reirden,2001-02,nhl,Todd Reirden ,D,DEF,0,0
Jim McKenzie (LW),New Jersey Devils,67,3,5,8,0.12,123,0,https://www.eliteprospects.com/player/67133/jim-mckenzie,2001-02,nhl,Jim McKenzie ,LW,FW,0,0
Bob Corkum (C),totals,75,3,5,8,0.11,20,-32,https://www.eliteprospects.com/player/31260/bob-corkum,2001-02,nhl,Bob Corkum ,C,FW,0,0
Denis Pederson (C),totals,48,2,6,8,0.17,51,-4,https://www.eliteprospects.com/player/10193/denis-pederson,2001-02,nhl,Denis Pederson ,C,FW,0,0
Joe Reekie (D),totals,55,2,6,8,0.15,69,-5,https://www.eliteprospects.com/player/69418/joe-reekie,2001-02,nhl,Joe Reekie ,D,DEF,0,0
Drake Berehowsky (D),totals,57,2,6,8,0.14,60,0,https://www.eliteprospects.com/player/5535/drake-berehowsky,2001-02,nhl,Drake Berehowsky ,D,DEF,0,0
Denis Hamel (LW),Buffalo Sabres,61,2,6,8,0.13,28,-1,https://www.eliteprospects.com/player/9039/denis-hamel,2001-02,nhl,Denis Hamel ,LW,FW,0,0
Robyn Regehr (D),Calgary Flames,78,2,6,8,0.10,93,-24,https://www.eliteprospects.com/player/8913/robyn-regehr,2001-02,nhl,Robyn Regehr ,D,DEF,0,0
Jean-Luc Grand-Pierre (D),Columbus Blue Jackets,81,2,6,8,0.10,90,-28,https://www.eliteprospects.com/player/5521/jean-luc-grand-pierre,2001-02,nhl,Jean-Luc Grand-Pierre ,D,DEF,0,0
Andreas Karlsson (C),Atlanta Thrashers,42,1,7,8,0.19,20,-8,https://www.eliteprospects.com/player/719/andreas-karlsson,2001-02,nhl,Andreas Karlsson ,C,FW,0,0
Steve Poapst (D),Chicago Blackhawks,56,1,7,8,0.14,30,6,https://www.eliteprospects.com/player/8916/steve-poapst,2001-02,nhl,Steve Poapst ,D,DEF,0,0
Ladislav Benysek (D),Minnesota Wild,74,1,7,8,0.11,28,-12,https://www.eliteprospects.com/player/3578/ladislav-benysek,2001-02,nhl,Ladislav Benysek ,D,DEF,0,0
Stanislav Neckar (D),Tampa Bay Lightning,77,1,7,8,0.10,24,-18,https://www.eliteprospects.com/player/6641/stanislav-neckar,2001-02,nhl,Stanislav Neckar ,D,DEF,0,0
Kyle McLaren (D),Boston Bruins,38,0,8,8,0.21,19,-4,https://www.eliteprospects.com/player/8978/kyle-mclaren,2001-02,nhl,Kyle McLaren ,D,DEF,0,0
Bill Muckalt (RW),Ottawa Senators,70,0,8,8,0.11,46,-3,https://www.eliteprospects.com/player/69936/bill-muckalt,2001-02,nhl,Bill Muckalt ,RW,FW,0,0
Jamie Pushor (D),totals,76,0,8,8,0.11,84,-13,https://www.eliteprospects.com/player/11563/jamie-pushor,2001-02,nhl,Jamie Pushor ,D,DEF,0,0
Bill Houlder (D),Nashville Predators,82,0,8,8,0.10,40,-1,https://www.eliteprospects.com/player/67298/bill-houlder,2001-02,nhl,Bill Houlder ,D,DEF,0,0
Reid Simpson (LW),totals,51,6,1,7,0.14,132,-1,https://www.eliteprospects.com/player/64714/reid-simpson,2001-02,nhl,Reid Simpson ,LW,FW,0,0
Nelson Emerson (RW),Los Angeles Kings,41,5,2,7,0.17,25,-8,https://www.eliteprospects.com/player/21569/nelson-emerson,2001-02,nhl,Nelson Emerson ,RW,FW,0,0
Paul Laus (D),Florida Panthers,45,4,3,7,0.16,157,1,https://www.eliteprospects.com/player/41684/paul-laus,2001-02,nhl,Paul Laus ,D,DEF,0,0
Todd Fedoruk (LW),Philadelphia Flyers,55,3,4,7,0.13,141,-2,https://www.eliteprospects.com/player/8528/todd-fedoruk,2001-02,nhl,Todd Fedoruk ,LW,FW,0,0
Hans Jonsson (D),Pittsburgh Penguins,53,2,5,7,0.13,22,-12,https://www.eliteprospects.com/player/715/hans-jonsson,2001-02,nhl,Hans Jonsson ,D,DEF,0,0
Denny Lambert (LW),Mighty Ducks of Anaheim,73,2,5,7,0.10,213,1,https://www.eliteprospects.com/player/67108/denny-lambert,2001-02,nhl,Denny Lambert ,LW,FW,0,0
Eric Cairns (D),New York Islanders,74,2,5,7,0.09,176,-2,https://www.eliteprospects.com/player/8751/eric-cairns,2001-02,nhl,Eric Cairns ,D,DEF,0,0
Billy Tibbetts (RW),totals,42,1,6,7,0.17,178,-16,https://www.eliteprospects.com/player/10456/billy-tibbetts,2001-02,nhl,Billy Tibbetts ,RW,FW,0,0
Murray Baron (D),Vancouver Canucks,61,1,6,7,0.11,68,8,https://www.eliteprospects.com/player/70103/murray-baron,2001-02,nhl,Murray Baron ,D,DEF,0,0
Brad Lukowich (D),Dallas Stars,66,1,6,7,0.11,40,-1,https://www.eliteprospects.com/player/9000/brad-lukowich,2001-02,nhl,Brad Lukowich ,D,DEF,0,0
Joe Sacco (RW),Washington Capitals,65,0,7,7,0.11,51,-13,https://www.eliteprospects.com/player/51691/joe-sacco,2001-02,nhl,Joe Sacco ,RW,FW,0,0
Jeff Cowan (LW),totals,57,5,1,6,0.11,90,-14,https://www.eliteprospects.com/player/9125/jeff-cowan,2001-02,nhl,Jeff Cowan ,LW,FW,0,0
Branko Radivojevic (RW),Phoenix Coyotes,18,4,2,6,0.33,4,1,https://www.eliteprospects.com/player/5676/branko-radivojevic,2001-02,nhl,Branko Radivojevic ,RW,FW,0,0
Jaroslav Bednar (LW/RW),Los Angeles Kings,22,4,2,6,0.27,8,-4,https://www.eliteprospects.com/player/10863/jaroslav-bednar,2001-02,nhl,Jaroslav Bednar ,LW/RW,FW,0,0
Mike Peluso (RW),Chicago Blackhawks,37,4,2,6,0.16,19,-3,https://www.eliteprospects.com/player/31336/mike-peluso,2001-02,nhl,Mike Peluso ,RW,FW,0,0
Jamie Rivers (D),totals,66,4,2,6,0.09,49,3,https://www.eliteprospects.com/player/8935/jamie-rivers,2001-02,nhl,Jamie Rivers ,D,DEF,0,0
John MacLean (RW),Dallas Stars,20,3,3,6,0.30,17,-1,https://www.eliteprospects.com/player/22482/john-maclean,2001-02,nhl,John MacLean ,RW,FW,0,0
Brian Campbell (D),Buffalo Sabres,29,3,3,6,0.21,12,0,https://www.eliteprospects.com/player/8565/brian-campbell,2001-02,nhl,Brian Campbell ,D,DEF,0,0
Jeff Shantz (C),Calgary Flames,40,3,3,6,0.15,23,-3,https://www.eliteprospects.com/player/12798/jeff-shantz,2001-02,nhl,Jeff Shantz ,C,FW,0,0
Peter White (C),Chicago Blackhawks,48,3,3,6,0.13,10,-8,https://www.eliteprospects.com/player/8470/peter-white,2001-02,nhl,Peter White ,C,FW,0,0
Mark Smith (C),San Jose Sharks,49,3,3,6,0.12,72,-1,https://www.eliteprospects.com/player/8884/mark-smith,2001-02,nhl,Mark Smith ,C,FW,0,0
Jody Shelley (LW),Columbus Blue Jackets,52,3,3,6,0.12,206,1,https://www.eliteprospects.com/player/8722/jody-shelley,2001-02,nhl,Jody Shelley ,LW,FW,0,0
Chris Tamer (D),Atlanta Thrashers,78,3,3,6,0.08,111,-11,https://www.eliteprospects.com/player/27556/chris-tamer,2001-02,nhl,Chris Tamer ,D,DEF,0,0
Brad Tapper (RW),Atlanta Thrashers,20,2,4,6,0.30,43,-3,https://www.eliteprospects.com/player/12594/brad-tapper,2001-02,nhl,Brad Tapper ,RW,FW,0,0
Jason Strudwick (D),Vancouver Canucks,44,2,4,6,0.14,96,4,https://www.eliteprospects.com/player/8753/jason-strudwick,2001-02,nhl,Jason Strudwick ,D,DEF,0,0
Steve Webb (RW),New York Islanders,60,2,4,6,0.10,104,0,https://www.eliteprospects.com/player/59367/steve-webb,2001-02,nhl,Steve Webb ,RW,FW,0,0
Bob Boughner (D),Calgary Flames,79,2,4,6,0.08,170,9,https://www.eliteprospects.com/player/53885/bob-boughner,2001-02,nhl,Bob Boughner ,D,DEF,0,0
Martin Cibak (C),Tampa Bay Lightning,21,1,5,6,0.29,8,-6,https://www.eliteprospects.com/player/8637/martin-cibak,2001-02,nhl,Martin Cibak ,C,FW,0,0
Radim Bicanek (D),Columbus Blue Jackets,60,1,5,6,0.10,34,-15,https://www.eliteprospects.com/player/23859/radim-bicanek,2001-02,nhl,Radim Bicanek ,D,DEF,0,0
Domenic Pittis (C),Edmonton Oilers,22,0,6,6,0.27,8,-2,https://www.eliteprospects.com/player/10655/domenic-pittis,2001-02,nhl,Domenic Pittis ,C,FW,0,0
Marko Kiprusoff (D),New York Islanders,27,0,6,6,0.22,4,0,https://www.eliteprospects.com/player/1903/marko-kiprusoff,2001-02,nhl,Marko Kiprusoff ,D,DEF,0,0
Ken Daneyko (D),New Jersey Devils,67,0,6,6,0.09,60,2,https://www.eliteprospects.com/player/31973/ken-daneyko,2001-02,nhl,Ken Daneyko ,D,DEF,0,0
Jeff Finley (D),St. Louis Blues,78,0,6,6,0.08,30,12,https://www.eliteprospects.com/player/44026/jeff-finley,2001-02,nhl,Jeff Finley ,D,DEF,0,0
Jean-Pierre Vigier (RW),Atlanta Thrashers,15,4,1,5,0.33,4,-5,https://www.eliteprospects.com/player/8841/jean-pierre-vigier,2001-02,nhl,Jean-Pierre Vigier ,RW,FW,0,0
Jeff Daniels (LW),Carolina Hurricanes,65,4,1,5,0.08,12,-6,https://www.eliteprospects.com/player/64768/jeff-daniels,2001-02,nhl,Jeff Daniels ,LW,FW,0,0
Michal Grosek (LW),New York Rangers,15,3,2,5,0.33,12,-3,https://www.eliteprospects.com/player/10812/michal-grosek,2001-02,nhl,Michal Grosek ,LW,FW,0,0
Herberts Vasiljevs (C),Vancouver Canucks,18,3,2,5,0.28,2,0,https://www.eliteprospects.com/player/10958/herberts-vasiljevs,2001-02,nhl,Herberts Vasiljevs ,C,FW,0,0
Scott Ferguson (D),Edmonton Oilers,50,3,2,5,0.10,75,11,https://www.eliteprospects.com/player/5597/scott-ferguson,2001-02,nhl,Scott Ferguson ,D,DEF,0,0
Tony Virta (RW/C),Minnesota Wild,8,2,3,5,0.63,0,0,https://www.eliteprospects.com/player/2095/tony-virta,2001-02,nhl,Tony Virta ,RW/C,FW,0,0
Riku Hahl (C),Colorado Avalanche,22,2,3,5,0.23,14,1,https://www.eliteprospects.com/player/2671/riku-hahl,2001-02,nhl,Riku Hahl ,C,FW,0,0
Chris Nielsen (RW),Columbus Blue Jackets,23,2,3,5,0.22,4,-3,https://www.eliteprospects.com/player/29019/chris-nielsen,2001-02,nhl,Chris Nielsen ,RW,FW,0,0
Patrick Traverse (D),Montréal Canadiens,25,2,3,5,0.20,14,-7,https://www.eliteprospects.com/player/10639/patrick-traverse,2001-02,nhl,Patrick Traverse ,D,DEF,0,0
Sergei Krivokrasov (RW),totals,26,2,3,5,0.19,36,-2,https://www.eliteprospects.com/player/18730/sergei-krivokrasov,2001-02,nhl,Sergei Krivokrasov ,RW,FW,0,0
Eric Boulton (LW),Buffalo Sabres,35,2,3,5,0.14,129,-1,https://www.eliteprospects.com/player/8556/eric-boulton,2001-02,nhl,Eric Boulton ,LW,FW,0,0
Rob Ray (RW),Buffalo Sabres,71,2,3,5,0.07,200,-3,https://www.eliteprospects.com/player/42518/rob-ray,2001-02,nhl,Rob Ray ,RW,FW,0,0
Colin White (D),New Jersey Devils,73,2,3,5,0.07,133,6,https://www.eliteprospects.com/player/8821/colin-white,2001-02,nhl,Colin White ,D,DEF,0,0
Sébastien Bordeleau (C),totals,20,1,4,5,0.25,10,-2,https://www.eliteprospects.com/player/10820/sebastien-bordeleau,2001-02,nhl,Sébastien Bordeleau ,C,FW,0,0
Radek Martínek (D),New York Islanders,23,1,4,5,0.22,16,5,https://www.eliteprospects.com/player/8694/radek-martinek,2001-02,nhl,Radek Martínek ,D,DEF,0,0
Andreas Lilja (D),Los Angeles Kings,26,1,4,5,0.19,22,3,https://www.eliteprospects.com/player/726/andreas-lilja,2001-02,nhl,Andreas Lilja ,D,DEF,0,0
Kevin Stevens (LW),Pittsburgh Penguins,32,1,4,5,0.16,25,-9,https://www.eliteprospects.com/player/21382/kevin-stevens,2001-02,nhl,Kevin Stevens ,LW,FW,0,0
Andrei Zyuzin (D),totals,47,1,4,5,0.11,31,-5,https://www.eliteprospects.com/player/8608/andrei-zyuzin,2001-02,nhl,Andrei Zyuzin ,D,DEF,0,0
Rob Zettler (D),Washington Capitals,49,1,4,5,0.10,56,3,https://www.eliteprospects.com/player/55333/rob-zettler,2001-02,nhl,Rob Zettler ,D,DEF,0,0
Scott Parker (RW),Colorado Avalanche,63,1,4,5,0.08,154,0,https://www.eliteprospects.com/player/8904/scott-parker,2001-02,nhl,Scott Parker ,RW,FW,0,0
Lance Ward (D),Florida Panthers,68,1,4,5,0.07,131,-20,https://www.eliteprospects.com/player/8289/lance-ward,2001-02,nhl,Lance Ward ,D,DEF,0,0
Patrick Poulin (LW),Montréal Canadiens,28,0,5,5,0.18,6,6,https://www.eliteprospects.com/player/27209/patrick-poulin,2001-02,nhl,Patrick Poulin ,LW,FW,0,0
Francis Bouillon (D),Montréal Canadiens,28,0,5,5,0.18,33,-5,https://www.eliteprospects.com/player/5371/francis-bouillon,2001-02,nhl,Francis Bouillon ,D,DEF,0,0
Jeff Norton (D),totals,32,0,5,5,0.16,10,-5,https://www.eliteprospects.com/player/31339/jeff-norton,2001-02,nhl,Jeff Norton ,D,DEF,0,0
Sylvain Lefebvre (D),New York Rangers,41,0,5,5,0.12,23,-3,https://www.eliteprospects.com/player/27892/sylvain-lefebvre,2001-02,nhl,Sylvain Lefebvre ,D,DEF,0,0
Chris McAllister (D),Philadelphia Flyers,42,0,5,5,0.12,113,-7,https://www.eliteprospects.com/player/12803/chris-mcallister,2001-02,nhl,Chris McAllister ,D,DEF,0,0
Chris Dingman (LW),totals,44,0,5,5,0.11,103,-10,https://www.eliteprospects.com/player/9136/chris-dingman,2001-02,nhl,Chris Dingman ,LW,FW,0,0
Reed Low (RW),St. Louis Blues,58,0,5,5,0.09,160,-3,https://www.eliteprospects.com/player/10198/reed-low,2001-02,nhl,Reed Low ,RW,FW,0,0
Matt Johnson (LW),Minnesota Wild,60,4,0,4,0.07,183,-13,https://www.eliteprospects.com/player/53191/matt-johnson,2001-02,nhl,Matt Johnson ,LW,FW,0,0
Marcel Hossa (LW/RW),Montréal Canadiens,10,3,1,4,0.40,2,2,https://www.eliteprospects.com/player/4532/marcel-hossa,2001-02,nhl,Marcel Hossa ,LW/RW,FW,0,0
Tyler Arnason (C),Chicago Blackhawks,21,3,1,4,0.19,4,-3,https://www.eliteprospects.com/player/4746/tyler-arnason,2001-02,nhl,Tyler Arnason ,C,FW,0,0
