player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,head_injuries
Georges Laraque (RW),Edmonton Oilers,64,6,7,13,0.20,110,-4,https://www.eliteprospects.com/player/5693/georges-laraque,2002-03,nhl,Georges Laraque,RW,FW,0,0.0,0
Joël Bouchard (D),totals,34,5,8,13,0.38,14,0,https://www.eliteprospects.com/player/9085/joel-bouchard,2002-03,nhl,Joël Bouchard,D,DEF,0,0.0,0
Pavel Brendl (RW),totals,50,5,8,13,0.26,6,5,https://www.eliteprospects.com/player/5213/pavel-brendl,2002-03,nhl,Pavel Brendl,RW,FW,0,0.0,0
Oleg Tverdovsky (D),New Jersey Devils,50,5,8,13,0.26,22,2,https://www.eliteprospects.com/player/8656/oleg-tverdovsky,2002-03,nhl,Oleg Tverdovsky,D,DEF,0,0.0,0
Colin White (D),New Jersey Devils,72,5,8,13,0.18,98,19,https://www.eliteprospects.com/player/8821/colin-white,2002-03,nhl,Colin White,D,DEF,0,0.0,0
Dennis Seidenberg (D),Philadelphia Flyers,58,4,9,13,0.22,20,8,https://www.eliteprospects.com/player/8590/dennis-seidenberg,2002-03,nhl,Dennis Seidenberg,D,DEF,0,0.0,0
Henrik Tallinder (D),Buffalo Sabres,46,3,10,13,0.28,28,-3,https://www.eliteprospects.com/player/1955/henrik-tallinder,2002-03,nhl,Henrik Tallinder,D,DEF,0,0.0,0
David Tanabe (D),Carolina Hurricanes,68,3,10,13,0.19,24,-27,https://www.eliteprospects.com/player/8773/david-tanabe,2002-03,nhl,David Tanabe,D,DEF,0,0.0,0
Karlis Skrastins (D),Nashville Predators,82,3,10,13,0.16,44,-18,https://www.eliteprospects.com/player/5531/karlis-skrastins,2002-03,nhl,Karlis Skrastins,D,DEF,0,0.0,0
Richard Smehlik (D),totals,55,2,11,13,0.24,16,-5,https://www.eliteprospects.com/player/26113/richard-smehlik,2002-03,nhl,Richard Smehlik,D,DEF,0,0.0,0
Radek Martínek (D),New York Islanders,66,2,11,13,0.20,26,15,https://www.eliteprospects.com/player/8694/radek-martinek,2002-03,nhl,Radek Martínek,D,DEF,0,0.0,0
Steve Poapst (D),Chicago Blackhawks,75,2,11,13,0.17,50,14,https://www.eliteprospects.com/player/8916/steve-poapst,2002-03,nhl,Steve Poapst,D,DEF,Steve Poapst,29.0,1
Patrick Traverse (D),Montréal Canadiens,65,0,13,13,0.20,24,-9,https://www.eliteprospects.com/player/10639/patrick-traverse,2002-03,nhl,Patrick Traverse,D,DEF,0,0.0,0
Luke Richardson (D),Columbus Blue Jackets,82,0,13,13,0.16,73,-16,https://www.eliteprospects.com/player/8933/luke-richardson,2002-03,nhl,Luke Richardson,D,DEF,0,0.0,0
Milan Kraft (C),Pittsburgh Penguins,31,7,5,12,0.39,10,-8,https://www.eliteprospects.com/player/9630/milan-kraft,2002-03,nhl,Milan Kraft,C,FW,0,0.0,0
Steve Heinze (RW),Los Angeles Kings,27,5,7,12,0.44,12,-5,https://www.eliteprospects.com/player/30295/steve-heinze,2002-03,nhl,Steve Heinze,RW,FW,0,0.0,0
Joe Corvo (D),Los Angeles Kings,50,5,7,12,0.24,14,2,https://www.eliteprospects.com/player/9122/joe-corvo,2002-03,nhl,Joe Corvo,D,DEF,0,0.0,0
Shean Donovan (RW),totals,65,5,7,12,0.18,37,-8,https://www.eliteprospects.com/player/8571/shean-donovan,2002-03,nhl,Shean Donovan,RW,FW,0,0.0,0
Ruslan Salei (D),Mighty Ducks of Anaheim,61,4,8,12,0.20,78,2,https://www.eliteprospects.com/player/8651/ruslan-salei,2002-03,nhl,Ruslan Salei,D,DEF,0,0.0,0
Jason Smith (D),Edmonton Oilers,68,4,8,12,0.18,64,5,https://www.eliteprospects.com/player/8883/jason-smith,2002-03,nhl,Jason Smith,D,DEF,0,0.0,0
Jim McKenzie (LW),New Jersey Devils,76,4,8,12,0.16,88,3,https://www.eliteprospects.com/player/67133/jim-mckenzie,2002-03,nhl,Jim McKenzie,LW,FW,0,0.0,0
Tim Taylor (C),Tampa Bay Lightning,82,4,8,12,0.15,38,-13,https://www.eliteprospects.com/player/8848/tim-taylor,2002-03,nhl,Tim Taylor,C,FW,0,0.0,0
Ivan Majeský (D),Florida Panthers,82,4,8,12,0.15,92,-18,https://www.eliteprospects.com/player/8630/ivan-majesky,2002-03,nhl,Ivan Majeský,D,DEF,0,0.0,0
Pavel Trnka (D),totals,46,3,9,12,0.26,30,1,https://www.eliteprospects.com/player/7303/pavel-trnka,2002-03,nhl,Pavel Trnka,D,DEF,0,0.0,0
Dale Purinton (D),New York Rangers,58,3,9,12,0.21,161,-2,https://www.eliteprospects.com/player/14755/dale-purinton,2002-03,nhl,Dale Purinton,D,DEF,Dale Purinton,2.0,1
Boyd Devereaux (LW),Detroit Red Wings,61,3,9,12,0.20,16,4,https://www.eliteprospects.com/player/9135/boyd-devereaux,2002-03,nhl,Boyd Devereaux,LW,FW,Boyd Devereaux,5.0,1
Kelly Buchberger (RW),Phoenix Coyotes,79,3,9,12,0.15,109,0,https://www.eliteprospects.com/player/62762/kelly-buchberger,2002-03,nhl,Kelly Buchberger,RW,FW,0,0.0,0
Brian Swanson (C),Edmonton Oilers,44,2,10,12,0.27,10,-7,https://www.eliteprospects.com/player/13642/brian-swanson,2002-03,nhl,Brian Swanson,C,FW,0,0.0,0
Dmitri Bykov (D),Detroit Red Wings,71,2,10,12,0.17,43,1,https://www.eliteprospects.com/player/17971/dmitri-bykov,2002-03,nhl,Dmitri Bykov,D,DEF,0,0.0,0
Denis Gauthier (D),Calgary Flames,72,1,11,12,0.17,99,5,https://www.eliteprospects.com/player/8861/denis-gauthier,2002-03,nhl,Denis Gauthier,D,DEF,0,0.0,0
Robyn Regehr (D),Calgary Flames,76,0,12,12,0.16,87,-9,https://www.eliteprospects.com/player/8913/robyn-regehr,2002-03,nhl,Robyn Regehr,D,DEF,0,0.0,0
Lyle Odelein (D),totals,68,7,4,11,0.16,82,7,https://www.eliteprospects.com/player/8937/lyle-odelein,2002-03,nhl,Lyle Odelein,D,DEF,0,0.0,0
Sergei Samsonov (LW),Boston Bruins,8,5,6,11,1.38,2,8,https://www.eliteprospects.com/player/8667/sergei-samsonov,2002-03,nhl,Sergei Samsonov,LW,FW,0,0.0,0
Jeremy Stevenson (LW),Minnesota Wild,32,5,6,11,0.34,69,6,https://www.eliteprospects.com/player/12904/jeremy-stevenson,2002-03,nhl,Jeremy Stevenson,LW,FW,0,0.0,0
Maxim Afinogenov (RW),Buffalo Sabres,35,5,6,11,0.31,21,-12,https://www.eliteprospects.com/player/8672/maxim-afinogenov,2002-03,nhl,Maxim Afinogenov,RW,FW,0,0.0,0
Steve Martins (C),totals,42,5,6,11,0.26,28,-5,https://www.eliteprospects.com/player/8968/steve-martins,2002-03,nhl,Steve Martins,C,FW,0,0.0,0
Jiri Bicek (LW/RW),New Jersey Devils,44,5,6,11,0.25,25,7,https://www.eliteprospects.com/player/5988/jiri-bicek,2002-03,nhl,Jiri Bicek,LW/RW,FW,0,0.0,0
Tomas Surovy (LW/C),Pittsburgh Penguins,26,4,7,11,0.42,10,0,https://www.eliteprospects.com/player/8681/tomas-surovy,2002-03,nhl,Tomas Surovy,LW/C,FW,0,0.0,0
Aki Berg (D),Toronto Maple Leafs,78,4,7,11,0.14,28,3,https://www.eliteprospects.com/player/2667/aki-berg,2002-03,nhl,Aki Berg,D,DEF,0,0.0,0
Paul Ranheim (LW),totals,68,3,8,11,0.16,16,-8,https://www.eliteprospects.com/player/31355/paul-ranheim,2002-03,nhl,Paul Ranheim,LW,FW,0,0.0,0
Jody Hull (RW),Ottawa Senators,70,3,8,11,0.16,14,-3,https://www.eliteprospects.com/player/54340/jody-hull,2002-03,nhl,Jody Hull,RW,FW,Jody Hull,1.0,1
Lubomir Sekeras (D),Minnesota Wild,60,2,9,11,0.18,30,-12,https://www.eliteprospects.com/player/3674/lubomir-sekeras,2002-03,nhl,Lubomir Sekeras,D,DEF,0,0.0,0
Brendan Witt (D),Washington Capitals,69,2,9,11,0.16,106,12,https://www.eliteprospects.com/player/8831/brendan-witt,2002-03,nhl,Brendan Witt,D,DEF,Brendan Witt,2.0,1
Brian Sutherby (C),Washington Capitals,72,2,9,11,0.15,93,7,https://www.eliteprospects.com/player/8898/brian-sutherby,2002-03,nhl,Brian Sutherby,C,FW,0,0.0,0
Glen Wesley (D),totals,70,1,10,11,0.16,44,-2,https://www.eliteprospects.com/player/8819/glen-wesley,2002-03,nhl,Glen Wesley,D,DEF,0,0.0,0
Steve McKenna (D/LW),Pittsburgh Penguins,79,9,1,10,0.13,128,-18,https://www.eliteprospects.com/player/26312/steve-mckenna,2002-03,nhl,Steve McKenna,D/LW,DEF,Steve McKenna,4.0,1
Dan Hinote (RW),Colorado Avalanche,60,6,4,10,0.17,49,4,https://www.eliteprospects.com/player/5534/dan-hinote,2002-03,nhl,Dan Hinote,RW,FW,Dan Hinote,14.0,1
Chris Neil (RW),Ottawa Senators,68,6,4,10,0.15,147,8,https://www.eliteprospects.com/player/8949/chris-neil,2002-03,nhl,Chris Neil,RW,FW,0,0.0,0
Mike Keane (RW),Colorado Avalanche,65,5,5,10,0.15,34,0,https://www.eliteprospects.com/player/25136/mike-keane,2002-03,nhl,Mike Keane,RW,FW,0,0.0,0
Stéphane Quintal (D),Montréal Canadiens,67,5,5,10,0.15,70,-4,https://www.eliteprospects.com/player/9667/stephane-quintal,2002-03,nhl,Stéphane Quintal,D,DEF,0,0.0,0
Scott Nichol (C),Calgary Flames,68,5,5,10,0.15,149,-7,https://www.eliteprospects.com/player/8748/scott-nichol,2002-03,nhl,Scott Nichol,C,FW,0,0.0,0
Denis Pederson (C),Nashville Predators,43,4,6,10,0.23,39,2,https://www.eliteprospects.com/player/10193/denis-pederson,2002-03,nhl,Denis Pederson,C,FW,0,0.0,0
Michal Rozsíval (D),Pittsburgh Penguins,53,4,6,10,0.19,40,-5,https://www.eliteprospects.com/player/8687/michal-rozsival,2002-03,nhl,Michal Rozsíval,D,DEF,0,0.0,0
Serge Aubin (C/LW),Colorado Avalanche,66,4,6,10,0.15,64,-2,https://www.eliteprospects.com/player/8785/serge-aubin,2002-03,nhl,Serge Aubin,C/LW,FW,Serge Aubin,16.0,1
Shjon Podein (LW),St. Louis Blues,68,4,6,10,0.15,28,7,https://www.eliteprospects.com/player/3644/shjon-podein,2002-03,nhl,Shjon Podein,LW,FW,0,0.0,0
Paul Healey (RW),Toronto Maple Leafs,44,3,7,10,0.23,16,8,https://www.eliteprospects.com/player/9893/paul-healey,2002-03,nhl,Paul Healey,RW,FW,0,0.0,0
Manny Malhotra (C),Dallas Stars,59,3,7,10,0.17,42,-2,https://www.eliteprospects.com/player/5528/manny-malhotra,2002-03,nhl,Manny Malhotra,C,FW,0,0.0,0
Nick Schultz (D),Minnesota Wild,75,3,7,10,0.13,23,11,https://www.eliteprospects.com/player/8597/nick-schultz,2002-03,nhl,Nick Schultz,D,DEF,0,0.0,0
Stéphane Robidas (D),Dallas Stars,76,3,7,10,0.13,35,15,https://www.eliteprospects.com/player/8731/stephane-robidas,2002-03,nhl,Stéphane Robidas,D,DEF,0,0.0,0
Blake Sloan (D),Calgary Flames,67,2,8,10,0.15,28,-5,https://www.eliteprospects.com/player/6811/blake-sloan,2002-03,nhl,Blake Sloan,D,DEF,0,0.0,0
Bryce Salvador (D),St. Louis Blues,71,2,8,10,0.14,95,7,https://www.eliteprospects.com/player/8864/bryce-salvador,2002-03,nhl,Bryce Salvador,D,DEF,0,0.0,0
Niclas Wallin (D),Carolina Hurricanes,77,2,8,10,0.13,71,-19,https://www.eliteprospects.com/player/745/niclas-wallin,2002-03,nhl,Niclas Wallin,D,DEF,0,0.0,0
P.J. Stock (D/C),Boston Bruins,71,1,9,10,0.14,160,-5,https://www.eliteprospects.com/player/67426/p.j.-stock,2002-03,nhl,P.J. Stock,D/C,DEF,0,0.0,0
Chris Tamer (D),Atlanta Thrashers,72,1,9,10,0.14,118,-10,https://www.eliteprospects.com/player/27556/chris-tamer,2002-03,nhl,Chris Tamer,D,DEF,0,0.0,0
Tyson Nash (LW),St. Louis Blues,66,6,3,9,0.14,114,0,https://www.eliteprospects.com/player/8948/tyson-nash,2002-03,nhl,Tyson Nash,LW,FW,0,0.0,0
Espen Knutsen (C),Columbus Blue Jackets,31,5,4,9,0.29,20,-15,https://www.eliteprospects.com/player/721/espen-knutsen,2002-03,nhl,Espen Knutsen,C,FW,0,0.0,0
Matt Davidson (RW),Columbus Blue Jackets,34,4,5,9,0.26,18,-12,https://www.eliteprospects.com/player/9715/matt-davidson,2002-03,nhl,Matt Davidson,RW,FW,0,0.0,0
Hannes Hyvönen (RW),Columbus Blue Jackets,36,4,5,9,0.25,22,-11,https://www.eliteprospects.com/player/2093/hannes-hyvonen,2002-03,nhl,Hannes Hyvönen,RW,FW,0,0.0,0
Christian Berglund (W/C),New Jersey Devils,38,4,5,9,0.24,20,3,https://www.eliteprospects.com/player/707/christian-berglund,2002-03,nhl,Christian Berglund,W/C,FW,0,0.0,0
Václav Nedorost (C/LW),Colorado Avalanche,42,4,5,9,0.21,20,8,https://www.eliteprospects.com/player/8710/vaclav-nedorost,2002-03,nhl,Václav Nedorost,C/LW,FW,0,0.0,0
Igor Korolyov (C),Chicago Blackhawks,48,4,5,9,0.19,30,-1,https://www.eliteprospects.com/player/18257/igor-korolyov,2002-03,nhl,Igor Korolyov,C,FW,0,0.0,0
Wade Belak (RW/D),Toronto Maple Leafs,55,3,6,9,0.16,196,-2,https://www.eliteprospects.com/player/8749/wade-belak,2002-03,nhl,Wade Belak,RW/D,DEF,0,0.0,0
Dan LaCouture (LW),totals,68,3,6,9,0.13,72,-4,https://www.eliteprospects.com/player/8983/dan-lacouture,2002-03,nhl,Dan LaCouture,LW,FW,Dan LaCouture,7.0,1
Craig Johnson (LW),Los Angeles Kings,70,3,6,9,0.13,22,-13,https://www.eliteprospects.com/player/14815/craig-johnson,2002-03,nhl,Craig Johnson,LW,FW,0,0.0,0
Jeff Shantz (C),Colorado Avalanche,74,3,6,9,0.12,35,-12,https://www.eliteprospects.com/player/12798/jeff-shantz,2002-03,nhl,Jeff Shantz,C,FW,0,0.0,0
Aaron Ward (D),Carolina Hurricanes,77,3,6,9,0.12,90,-23,https://www.eliteprospects.com/player/8744/aaron-ward,2002-03,nhl,Aaron Ward,D,DEF,0,0.0,0
Cory Cross (D),totals,37,2,7,9,0.24,24,16,https://www.eliteprospects.com/player/43326/cory-cross,2002-03,nhl,Cory Cross,D,DEF,Cory Cross,1.0,1
Mark Eaton (D),Nashville Predators,50,2,7,9,0.18,22,1,https://www.eliteprospects.com/player/9143/mark-eaton,2002-03,nhl,Mark Eaton,D,DEF,0,0.0,0
Todd Simpson (D),Phoenix Coyotes,66,2,7,9,0.14,135,7,https://www.eliteprospects.com/player/8712/todd-simpson,2002-03,nhl,Todd Simpson,D,DEF,0,0.0,0
Ossi Väänänen (D),Phoenix Coyotes,67,2,7,9,0.13,82,1,https://www.eliteprospects.com/player/2685/ossi-vaananen,2002-03,nhl,Ossi Väänänen,D,DEF,0,0.0,0
Ken Daneyko (D),New Jersey Devils,69,2,7,9,0.13,33,6,https://www.eliteprospects.com/player/31973/ken-daneyko,2002-03,nhl,Ken Daneyko,D,DEF,0,0.0,0
Brad Ference (D),totals,75,2,7,9,0.12,146,-3,https://www.eliteprospects.com/player/8728/brad-ference,2002-03,nhl,Brad Ference,D,DEF,0,0.0,0
Mathieu Biron (D),Florida Panthers,34,1,8,9,0.26,14,-18,https://www.eliteprospects.com/player/9083/mathieu-biron,2002-03,nhl,Mathieu Biron,D,DEF,0,0.0,0
Radoslav Suchý (D),Phoenix Coyotes,77,1,8,9,0.12,18,2,https://www.eliteprospects.com/player/8621/radoslav-suchy,2002-03,nhl,Radoslav Suchý,D,DEF,0,0.0,0
Christian Laflamme (D),St. Louis Blues,47,0,9,9,0.19,45,1,https://www.eliteprospects.com/player/13639/christian-laflamme,2002-03,nhl,Christian Laflamme,D,DEF,0,0.0,0
Rhett Warrener (D),Buffalo Sabres,50,0,9,9,0.18,63,1,https://www.eliteprospects.com/player/8812/rhett-warrener,2002-03,nhl,Rhett Warrener,D,DEF,Rhett Warrener,2.0,1
Bill Muckalt (RW),Minnesota Wild,8,5,3,8,1.00,6,5,https://www.eliteprospects.com/player/69936/bill-muckalt,2002-03,nhl,Bill Muckalt,RW,FW,0,0.0,0
Gary Roberts (LW),Toronto Maple Leafs,14,5,3,8,0.57,10,-2,https://www.eliteprospects.com/player/8936/gary-roberts,2002-03,nhl,Gary Roberts,LW,FW,0,0.0,0
Mike Rupp (W/C),New Jersey Devils,26,5,3,8,0.31,21,0,https://www.eliteprospects.com/player/8922/mike-rupp,2002-03,nhl,Mike Rupp,W/C,FW,0,0.0,0
Michael Cammalleri (W/C),Los Angeles Kings,28,5,3,8,0.29,22,-4,https://www.eliteprospects.com/player/9104/michael-cammalleri,2002-03,nhl,Michael Cammalleri,W/C,FW,0,0.0,0
Bryan Allen (D),Vancouver Canucks,48,5,3,8,0.17,73,8,https://www.eliteprospects.com/player/8767/bryan-allen,2002-03,nhl,Bryan Allen,D,DEF,0,0.0,0
Éric Chouinard (W/C),Philadelphia Flyers,28,4,4,8,0.29,8,2,https://www.eliteprospects.com/player/8707/eric-chouinard,2002-03,nhl,Éric Chouinard,W/C,FW,0,0.0,0
Stéphane Matteau (LW),Florida Panthers,52,4,4,8,0.15,27,-9,https://www.eliteprospects.com/player/54466/stephane-matteau,2002-03,nhl,Stéphane Matteau,LW,FW,0,0.0,0
Alexander Svitov (C),Tampa Bay Lightning,63,4,4,8,0.13,58,-4,https://www.eliteprospects.com/player/3662/alexander-svitov,2002-03,nhl,Alexander Svitov,C,FW,0,0.0,0
Petr Buzek (D),Calgary Flames,44,3,5,8,0.18,14,-6,https://www.eliteprospects.com/player/29026/petr-buzek,2002-03,nhl,Petr Buzek,D,DEF,0,0.0,0
Jason Doig (D),Washington Capitals,55,3,5,8,0.15,108,-3,https://www.eliteprospects.com/player/15347/jason-doig,2002-03,nhl,Jason Doig,D,DEF,0,0.0,0
Matt Johnson (LW),Minnesota Wild,60,3,5,8,0.13,201,-8,https://www.eliteprospects.com/player/53191/matt-johnson,2002-03,nhl,Matt Johnson,LW,FW,0,0.0,0
Jeff Cowan (LW),Atlanta Thrashers,66,3,5,8,0.12,115,-15,https://www.eliteprospects.com/player/9125/jeff-cowan,2002-03,nhl,Jeff Cowan,LW,FW,Jeff Cowan,6.0,1
Don Sweeney (D),Boston Bruins,67,3,5,8,0.12,24,-1,https://www.eliteprospects.com/player/32732/don-sweeney,2002-03,nhl,Don Sweeney,D,DEF,0,0.0,0
Scott Ferguson (D),Edmonton Oilers,78,3,5,8,0.10,120,11,https://www.eliteprospects.com/player/5597/scott-ferguson,2002-03,nhl,Scott Ferguson,D,DEF,0,0.0,0
Steve Yzerman (C),Detroit Red Wings,16,2,6,8,0.50,8,6,https://www.eliteprospects.com/player/18904/steve-yzerman,2002-03,nhl,Steve Yzerman,C,FW,0,0.0,0
Janne Laukkanen (D),totals,19,2,6,8,0.42,8,-2,https://www.eliteprospects.com/player/2662/janne-laukkanen,2002-03,nhl,Janne Laukkanen,D,DEF,0,0.0,0
Patrick Boileau (D),Detroit Red Wings,25,2,6,8,0.32,14,8,https://www.eliteprospects.com/player/17841/patrick-boileau,2002-03,nhl,Patrick Boileau,D,DEF,0,0.0,0
Fredrik Olausson (D),Mighty Ducks of Anaheim,44,2,6,8,0.18,22,0,https://www.eliteprospects.com/player/730/fredrik-olausson,2002-03,nhl,Fredrik Olausson,D,DEF,0,0.0,0
Vitali Vishnevski (D),Mighty Ducks of Anaheim,80,2,6,8,0.10,76,-8,https://www.eliteprospects.com/player/8522/vitali-vishnevski,2002-03,nhl,Vitali Vishnevski,D,DEF,0,0.0,0
Cale Hulse (D),Nashville Predators,80,2,6,8,0.10,121,-11,https://www.eliteprospects.com/player/9059/cale-hulse,2002-03,nhl,Cale Hulse,D,DEF,0,0.0,0
Martin Erat (RW/LW),Nashville Predators,27,1,7,8,0.30,14,-9,https://www.eliteprospects.com/player/8611/martin-erat,2002-03,nhl,Martin Erat,RW/LW,FW,0,0.0,0
Andrew Ference (D),totals,38,1,7,8,0.21,42,-15,https://www.eliteprospects.com/player/8711/andrew-ference,2002-03,nhl,Andrew Ference,D,DEF,0,0.0,0
Per Svartvadet (C),Atlanta Thrashers,62,1,7,8,0.13,8,-11,https://www.eliteprospects.com/player/741/per-svartvadet,2002-03,nhl,Per Svartvadet,C,FW,0,0.0,0
Nolan Pratt (D),Tampa Bay Lightning,67,1,7,8,0.12,35,-6,https://www.eliteprospects.com/player/8747/nolan-pratt,2002-03,nhl,Nolan Pratt,D,DEF,0,0.0,0
Kyle McLaren (D),San Jose Sharks,33,0,8,8,0.24,30,-10,https://www.eliteprospects.com/player/8978/kyle-mclaren,2002-03,nhl,Kyle McLaren,D,DEF,Kyle McLaren,6.0,1
Shane Hnidy (D),Ottawa Senators,67,0,8,8,0.12,130,-1,https://www.eliteprospects.com/player/8560/shane-hnidy,2002-03,nhl,Shane Hnidy,D,DEF,0,0.0,0
Ian Moran (D),totals,78,0,8,8,0.10,48,-18,https://www.eliteprospects.com/player/5085/ian-moran,2002-03,nhl,Ian Moran,D,DEF,0,0.0,0
Mark Hartigan (C),Atlanta Thrashers,23,5,2,7,0.30,6,-8,https://www.eliteprospects.com/player/10234/mark-hartigan,2002-03,nhl,Mark Hartigan,C,FW,0,0.0,0
Alexandre Daigle (C),Pittsburgh Penguins,33,4,3,7,0.21,8,-10,https://www.eliteprospects.com/player/10648/alexandre-daigle,2002-03,nhl,Alexandre Daigle,C,FW,0,0.0,0
Karel Pilar (D),Toronto Maple Leafs,17,3,4,7,0.41,12,-7,https://www.eliteprospects.com/player/11485/karel-pilar,2002-03,nhl,Karel Pilar,D,DEF,0,0.0,0
Brad May (LW),totals,23,3,4,7,0.30,42,4,https://www.eliteprospects.com/player/8971/brad-may,2002-03,nhl,Brad May,LW,FW,0,0.0,0
Steve Ott (C/W),Dallas Stars,26,3,4,7,0.27,31,6,https://www.eliteprospects.com/player/8944/steve-ott,2002-03,nhl,Steve Ott,C/W,FW,0,0.0,0
Riku Hahl (C),Colorado Avalanche,42,3,4,7,0.17,12,3,https://www.eliteprospects.com/player/2671/riku-hahl,2002-03,nhl,Riku Hahl,C,FW,0,0.0,0
Marc Chouinard (C),Mighty Ducks of Anaheim,70,3,4,7,0.10,40,-9,https://www.eliteprospects.com/player/8547/marc-chouinard,2002-03,nhl,Marc Chouinard,C,FW,Marc Chouinard,32.0,1
Jamal Mayers (RW),St. Louis Blues,15,2,5,7,0.47,8,1,https://www.eliteprospects.com/player/5373/jamal-mayers,2002-03,nhl,Jamal Mayers,RW,FW,0,0.0,0
Bruno St-Jacques (D),totals,24,2,5,7,0.29,14,-4,https://www.eliteprospects.com/player/9386/bruno-st-jacques,2002-03,nhl,Bruno St-Jacques,D,DEF,0,0.0,0
Sheldon Keefe (RW),Tampa Bay Lightning,37,2,5,7,0.19,24,-1,https://www.eliteprospects.com/player/22836/sheldon-keefe,2002-03,nhl,Sheldon Keefe,RW,FW,0,0.0,0
Marc Bergevin (D),totals,70,2,5,7,0.10,36,-11,https://www.eliteprospects.com/player/31935/marc-bergevin,2002-03,nhl,Marc Bergevin,D,DEF,0,0.0,0
Ryan Johnson (C),totals,75,2,5,7,0.09,38,-13,https://www.eliteprospects.com/player/9033/ryan-johnson,2002-03,nhl,Ryan Johnson,C,FW,0,0.0,0
Kent Manderville (C),Pittsburgh Penguins,82,2,5,7,0.09,46,-22,https://www.eliteprospects.com/player/3722/kent-manderville,2002-03,nhl,Kent Manderville,C,FW,0,0.0,0
Tommy Albelin (D),New Jersey Devils,37,1,6,7,0.19,6,10,https://www.eliteprospects.com/player/701/tommy-albelin,2002-03,nhl,Tommy Albelin,D,DEF,0,0.0,0
Alexei Semyonov (D),Edmonton Oilers,46,1,6,7,0.15,58,-7,https://www.eliteprospects.com/player/8650/alexei-semyonov,2002-03,nhl,Alexei Semyonov,D,DEF,0,0.0,0
Curtis Leschyshyn (D),Ottawa Senators,54,1,6,7,0.13,18,11,https://www.eliteprospects.com/player/32198/curtis-leschyshyn,2002-03,nhl,Curtis Leschyshyn,D,DEF,Curtis Leschyshyn,1.0,1
Chris Therien (D),Philadelphia Flyers,67,1,6,7,0.10,36,10,https://www.eliteprospects.com/player/8849/chris-therien,2002-03,nhl,Chris Therien,D,DEF,0,0.0,0
Duvie Westcott (D),Columbus Blue Jackets,39,0,7,7,0.18,77,-3,https://www.eliteprospects.com/player/8714/duvie-westcott,2002-03,nhl,Duvie Westcott,D,DEF,0,0.0,0
Éric Meloche (RW),Pittsburgh Penguins,13,5,1,6,0.46,4,-2,https://www.eliteprospects.com/player/10324/eric-meloche,2002-03,nhl,Éric Meloche,RW,FW,0,0.0,0
Vernon Fiddler (C/LW),Nashville Predators,19,4,2,6,0.32,14,2,https://www.eliteprospects.com/player/9152/vernon-fiddler,2002-03,nhl,Vernon Fiddler,C/LW,FW,0,0.0,0
Chuck Kobasew (RW),Calgary Flames,23,4,2,6,0.26,8,-3,https://www.eliteprospects.com/player/9018/chuck-kobasew,2002-03,nhl,Chuck Kobasew,RW,FW,0,0.0,0
Denis Shvidki (RW),Florida Panthers,23,4,2,6,0.26,12,-7,https://www.eliteprospects.com/player/9600/denis-shvidki,2002-03,nhl,Denis Shvidki,RW,FW,0,0.0,0
Richard Lintner (D),totals,29,4,2,6,0.21,10,-14,https://www.eliteprospects.com/player/580/richard-lintner,2002-03,nhl,Richard Lintner,D,DEF,0,0.0,0
Nikita Alexeyev (RW/LW),Tampa Bay Lightning,34,4,2,6,0.18,8,-6,https://www.eliteprospects.com/player/10221/nikita-alexeyev,2002-03,nhl,Nikita Alexeyev,RW/LW,FW,0,0.0,0
Jason Williams (RW/C),Detroit Red Wings,16,3,3,6,0.38,2,3,https://www.eliteprospects.com/player/8713/jason-williams,2002-03,nhl,Jason Williams,RW/C,FW,0,0.0,0
Justin Papineau (C/LW),totals,16,3,3,6,0.38,4,0,https://www.eliteprospects.com/player/10313/justin-papineau,2002-03,nhl,Justin Papineau,C/LW,FW,0,0.0,0
Michal Sivek (C),Pittsburgh Penguins,38,3,3,6,0.16,14,-5,https://www.eliteprospects.com/player/9604/michal-sivek,2002-03,nhl,Michal Sivek,C,FW,0,0.0,0
Brad Norton (D),Los Angeles Kings,53,3,3,6,0.11,97,1,https://www.eliteprospects.com/player/8479/brad-norton,2002-03,nhl,Brad Norton,D,DEF,0,0.0,0
Brian Pothier (D),Ottawa Senators,14,2,4,6,0.43,6,11,https://www.eliteprospects.com/player/8917/brian-pothier,2002-03,nhl,Brian Pothier,D,DEF,Brian Pothier,11.0,1
Tom Koivisto (D),St. Louis Blues,22,2,4,6,0.27,10,1,https://www.eliteprospects.com/player/561/tom-koivisto,2002-03,nhl,Tom Koivisto,D,DEF,0,0.0,0
Tomi Kallio (RW),totals,24,2,4,6,0.25,14,-10,https://www.eliteprospects.com/player/2092/tomi-kallio,2002-03,nhl,Tomi Kallio,RW,FW,0,0.0,0
Guillaume Lefebvre (LW),totals,26,2,4,6,0.23,4,2,https://www.eliteprospects.com/player/12252/guillaume-lefebvre,2002-03,nhl,Guillaume Lefebvre,LW,FW,0,0.0,0
Craig Berube (LW),Calgary Flames,55,2,4,6,0.11,100,-6,https://www.eliteprospects.com/player/31936/craig-berube,2002-03,nhl,Craig Berube,LW,FW,0,0.0,0
Jeff Odgers (RW),Atlanta Thrashers,74,2,4,6,0.08,171,-13,https://www.eliteprospects.com/player/60871/jeff-odgers,2002-03,nhl,Jeff Odgers,RW,FW,0,0.0,0
