player,team,gp,g,a,tp,ppg,pim,+/-,link,season,league,playername,position,fw_def,Name,Games Missed,head_injuries
Clay Wilson (D),Calgary Flames,5,0,0,0,0.00,4,0,https://www.eliteprospects.com/player/11404/clay-wilson,2011-12,nhl,Clay Wilson,D,DEF,0,0.0,0
Mark Bell (C/LW),Anaheim Ducks,5,0,0,0,0.00,5,0,https://www.eliteprospects.com/player/8765/mark-bell,2011-12,nhl,Mark Bell,C/LW,FW,0,0.0,0
Lane MacDermid (LW),Boston Bruins,5,0,0,0,0.00,5,-2,https://www.eliteprospects.com/player/23003/lane-macdermid,2011-12,nhl,Lane MacDermid,LW,FW,0,0.0,0
Mattias Ritola (LW/RW),Tampa Bay Lightning,5,0,0,0,0.00,6,-2,https://www.eliteprospects.com/player/2050/mattias-ritola,2011-12,nhl,Mattias Ritola,LW/RW,FW,0,0.0,0
Bracken Kearns (C),Florida Panthers,5,0,0,0,0.00,10,0,https://www.eliteprospects.com/player/11551/bracken-kearns,2011-12,nhl,Bracken Kearns,C,FW,0,0.0,0
Joe Finley (D),Buffalo Sabres,5,0,0,0,0.00,12,-3,https://www.eliteprospects.com/player/12209/joe-finley,2011-12,nhl,Joe Finley,D,DEF,0,0.0,0
Patrice Cormier (C),Winnipeg Jets,6,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/19042/patrice-cormier,2011-12,nhl,Patrice Cormier,C,FW,0,0.0,0
Mark Mancari (RW/LW),Vancouver Canucks,6,0,0,0,0.00,0,0,https://www.eliteprospects.com/player/8955/mark-mancari,2011-12,nhl,Mark Mancari,RW/LW,FW,0,0.0,0
Robert Bortuzzo (D),Pittsburgh Penguins,6,0,0,0,0.00,2,1,https://www.eliteprospects.com/player/12524/robert-bortuzzo,2011-12,nhl,Robert Bortuzzo,D,DEF,0,0.0,0
Carl Klingberg (RW),Winnipeg Jets,6,0,0,0,0.00,4,-1,https://www.eliteprospects.com/player/9791/carl-klingberg,2011-12,nhl,Carl Klingberg,RW,FW,0,0.0,0
Rostislav Olesz (LW/RW),Chicago Blackhawks,6,0,0,0,0.00,6,-1,https://www.eliteprospects.com/player/8652/rostislav-olesz,2011-12,nhl,Rostislav Olesz,LW/RW,FW,0,0.0,0
Jean-François Jacques (LW/C),Anaheim Ducks,6,0,0,0,0.00,12,2,https://www.eliteprospects.com/player/9026/jean-francois-jacques,2011-12,nhl,Jean-François Jacques,LW/C,FW,0,0.0,0
Aaron Gagnon (C/RW),Winnipeg Jets,7,0,0,0,0.00,0,-1,https://www.eliteprospects.com/player/9498/aaron-gagnon,2011-12,nhl,Aaron Gagnon,C/RW,FW,0,0.0,0
Steven Zalewski (C/LW),New Jersey Devils,7,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/15057/steven-zalewski,2011-12,nhl,Steven Zalewski,C/LW,FW,0,0.0,0
Andy Miele (C),Phoenix Coyotes,7,0,0,0,0.00,6,-3,https://www.eliteprospects.com/player/15665/andy-miele,2011-12,nhl,Andy Miele,C,FW,0,0.0,0
Frazer McLaren (LW),San Jose Sharks,7,0,0,0,0.00,9,0,https://www.eliteprospects.com/player/14501/frazer-mclaren,2011-12,nhl,Frazer McLaren,LW,FW,0,0.0,0
Kris Newbury (C/LW),New York Rangers,7,0,0,0,0.00,24,-1,https://www.eliteprospects.com/player/11039/kris-newbury,2011-12,nhl,Kris Newbury,C/LW,FW,0,0.0,0
Dane Byers (LW/RW),Columbus Blue Jackets,8,0,0,0,0.00,29,0,https://www.eliteprospects.com/player/9489/dane-byers,2011-12,nhl,Dane Byers,LW/RW,FW,0,0.0,0
Greg Nemisz (RW),Calgary Flames,9,0,0,0,0.00,0,1,https://www.eliteprospects.com/player/14359/greg-nemisz,2011-12,nhl,Greg Nemisz,RW,FW,0,0.0,0
Aaron Ness (D),New York Islanders,9,0,0,0,0.00,2,0,https://www.eliteprospects.com/player/17497/aaron-ness,2011-12,nhl,Aaron Ness,D,DEF,0,0.0,0
Arturs Kulda (D),Winnipeg Jets,9,0,0,0,0.00,4,3,https://www.eliteprospects.com/player/11357/arturs-kulda,2011-12,nhl,Arturs Kulda,D,DEF,0,0.0,0
Kenndal McArdle (LW),Winnipeg Jets,9,0,0,0,0.00,4,-3,https://www.eliteprospects.com/player/10440/kenndal-mcardle,2011-12,nhl,Kenndal McArdle,LW,FW,0,0.0,0
Teemu Laakso (D),Nashville Predators,9,0,0,0,0.00,8,-1,https://www.eliteprospects.com/player/4417/teemu-laakso,2011-12,nhl,Teemu Laakso,D,DEF,0,0.0,0
Tyson Barrie (D),Colorado Avalanche,10,0,0,0,0.00,0,-2,https://www.eliteprospects.com/player/15127/tyson-barrie,2011-12,nhl,Tyson Barrie,D,DEF,0,0.0,0
Brandon Segal (RW),Tampa Bay Lightning,10,0,0,0,0.00,4,-2,https://www.eliteprospects.com/player/14081/brandon-segal,2011-12,nhl,Brandon Segal,RW,FW,0,0.0,0
Kevin Marshall (D),Philadelphia Flyers,10,0,0,0,0.00,8,-1,https://www.eliteprospects.com/player/12508/kevin-marshall,2011-12,nhl,Kevin Marshall,D,DEF,0,0.0,0
John McCarthy (C),San Jose Sharks,10,0,0,0,0.00,10,-2,https://www.eliteprospects.com/player/12262/john-mccarthy,2011-12,nhl,John McCarthy,C,FW,0,0.0,0
Guillaume Desbiens (RW/LW),Calgary Flames,10,0,0,0,0.00,25,-1,https://www.eliteprospects.com/player/11497/guillaume-desbiens,2011-12,nhl,Guillaume Desbiens,RW/LW,FW,0,0.0,0
Andreas Engqvist (C),Montréal Canadiens,12,0,0,0,0.00,4,-1,https://www.eliteprospects.com/player/6626/andreas-engqvist,2011-12,nhl,Andreas Engqvist,C,FW,0,0.0,0
Steve MacIntyre (LW),Pittsburgh Penguins,12,0,0,0,0.00,6,0,https://www.eliteprospects.com/player/14043/steve-macintyre,2011-12,nhl,Steve MacIntyre,LW,FW,0,0.0,0
Micheal Haley (C/W),New York Islanders,14,0,0,0,0.00,57,-1,https://www.eliteprospects.com/player/14655/micheal-haley,2011-12,nhl,Micheal Haley,C/W,FW,0,0.0,0
Carter Ashton (LW/RW),Toronto Maple Leafs,15,0,0,0,0.00,13,-10,https://www.eliteprospects.com/player/21033/carter-ashton,2011-12,nhl,Carter Ashton,LW/RW,FW,0,0.0,0
Tim Sestito (C/LW),New Jersey Devils,18,0,0,0,0.00,7,-5,https://www.eliteprospects.com/player/9736/tim-sestito,2011-12,nhl,Tim Sestito,C/LW,FW,0,0.0,0
